attempt_id,transaction_id,attempt_number,attempt_timestamp,time_since_last_attempt,time_since_first_failure,is_near_payday,outcome,channel,success
att_2c3c8ac7cb,txn_73942fab6c,2,2024-03-13 14:02:30.693293,19.1583,24.5627,False,success,email_prompt,1
att_7ce13c167d,txn_2d3ab9a075,1,2024-03-09 03:33:54.980012,6.7764,6.7764,False,success,auto_retry,1
att_f175a53759,txn_38e6e02c98,1,2024-03-04 19:29:24.888371,6.4025,6.4025,False,fail,auto_retry,0
att_1b8b00b99e,txn_38e6e02c98,2,2024-03-05 14:03:47.227894,18.5729,24.9753,False,fail,email_prompt,0
att_2cc175120f,txn_38e6e02c98,3,2024-03-07 13:21:57.973846,47.303,72.2783,False,fail,sms_prompt,0
att_2ead726637,txn_38e6e02c98,4,2024-03-11 12:50:00.369807,95.4673,167.7457,False,fail,sms_prompt,0
att_224c41f852,txn_4c83ec6c55,1,2024-03-04 16:13:43.576683,5.5177,5.5177,False,fail,auto_retry,0
att_13c6b9e582,txn_4c83ec6c55,2,2024-03-05 10:00:39.247136,17.7821,23.2998,False,fail,email_prompt,0
att_a253afdcc6,txn_4c83ec6c55,3,2024-03-07 10:23:34.149398,48.3819,71.6817,False,fail,sms_prompt,0
att_4fc47620d1,txn_4c83ec6c55,4,2024-03-11 09:45:18.573033,95.3623,167.044,False,fail,sms_prompt,0
att_5e09adf638,txn_4639e6d909,1,2024-03-04 22:40:42.046789,6.6356,6.6356,False,fail,auto_retry,0
att_a40d1e832e,txn_4639e6d909,2,2024-03-05 16:59:14.508457,18.309,24.9446,False,success,email_prompt,1
att_d30067ab31,txn_e6d65a3170,1,2024-03-09 05:33:30.562934,6.1549,6.1549,False,fail,auto_retry,0
att_5283ce77ab,txn_e6d65a3170,2,2024-03-10 00:13:08.721807,18.6606,24.8155,False,fail,email_prompt,0
att_d8a3f077df,txn_e6d65a3170,3,2024-03-11 23:21:36.549451,47.1411,71.9565,False,success,sms_prompt,1
att_d051abf1bb,txn_17044068c9,1,2024-03-14 11:26:50.000000,0.0,0.0,False,not_attempted,auto_retry,0
att_532a3b284d,txn_c603f0b3f4,1,2024-03-03 14:32:38.723583,5.5063,5.5063,False,fail,auto_retry,0
att_73aa105f0e,txn_c603f0b3f4,2,2024-03-04 08:27:52.413538,17.9205,23.4268,False,fail,email_prompt,0
att_7515cf12af,txn_c603f0b3f4,3,2024-03-06 08:41:30.924290,48.2274,71.6541,False,fail,sms_prompt,0
att_142d6029cf,txn_c603f0b3f4,4,2024-03-10 09:13:48.219880,96.5381,168.1923,False,fail,sms_prompt,0
att_0bdee92134,txn_6769b6067e,1,2024-03-10 10:12:36.717312,6.3755,6.3755,False,fail,auto_retry,0
att_585db1f5d0,txn_6769b6067e,2,2024-03-11 03:09:33.045268,16.949,23.3245,False,fail,email_prompt,0
att_bfddcffcd1,txn_6769b6067e,3,2024-03-13 03:06:32.206377,47.9498,71.2742,False,fail,sms_prompt,0
att_683659d9df,txn_6769b6067e,4,2024-03-17 02:51:46.921689,95.7541,167.0283,False,fail,sms_prompt,0
att_6d25f3cd2f,txn_0542c0f82a,1,2024-03-06 16:07:18.471546,6.4301,6.4301,False,fail,auto_retry,0
att_3343d25590,txn_0542c0f82a,2,2024-03-07 09:02:01.145912,16.9119,23.342,False,success,email_prompt,1
att_f0b755cb68,txn_f150413600,1,2024-03-13 21:58:06.599434,6.7513,6.7513,False,fail,auto_retry,0
att_08ab167949,txn_f150413600,2,2024-03-14 14:33:04.585749,16.5828,23.3341,False,fail,email_prompt,0
att_510285e058,txn_f150413600,3,2024-03-16 15:00:27.688216,48.4564,71.7905,False,fail,sms_prompt,0
att_9acf997882,txn_f150413600,4,2024-03-20 14:33:23.743980,95.5489,167.3394,False,fail,sms_prompt,0
att_3604ec6aef,txn_0db343c4bd,1,2024-03-02 16:07:20.086387,6.8334,6.8334,False,fail,auto_retry,0
att_95459e3095,txn_0db343c4bd,2,2024-03-03 10:12:27.080430,18.0853,24.9186,False,fail,email_prompt,0
att_a5c8048cfe,txn_0db343c4bd,3,2024-03-05 09:23:12.310280,47.1792,72.0979,False,fail,sms_prompt,0
att_bcefe0f275,txn_0db343c4bd,4,2024-03-09 10:08:13.314757,96.7503,168.8481,False,fail,sms_prompt,0
att_8e3ee22b44,txn_12be4d0a1f,1,2024-03-12 04:16:40.205053,6.5506,6.5506,False,fail,auto_retry,0
att_b069ecda37,txn_12be4d0a1f,2,2024-03-12 21:05:13.633384,16.8093,23.3599,False,fail,email_prompt,0
att_8b530a2707,txn_12be4d0a1f,3,2024-03-14 21:07:36.548939,48.0397,71.3996,False,fail,sms_prompt,0
att_b48c50622f,txn_12be4d0a1f,4,2024-03-18 21:44:33.799026,96.6159,168.0155,False,fail,sms_prompt,0
att_5b3ed18580,txn_1ff3f4e41a,1,2024-03-01 19:51:22.629991,6.9288,6.9288,True,success,auto_retry,1
att_89a857d7f4,txn_3e7dfb2f97,1,2024-03-05 17:07:03.425324,5.4946,5.4946,False,success,auto_retry,1
att_5e0d482a7d,txn_e570e268f4,1,2024-03-11 02:26:25.001654,5.3831,5.3831,False,success,auto_retry,1
att_32fceb22c7,txn_8223a26675,1,2024-03-10 07:49:17.000000,0.0,0.0,False,not_attempted,auto_retry,0
att_e0a849b799,txn_c61806cbba,1,2024-03-02 01:23:12.695329,6.4396,6.4396,False,success,auto_retry,1
att_ae96259a55,txn_f7557d6487,1,2024-03-07 10:22:35.983813,5.8989,5.8989,False,fail,auto_retry,0
att_bf44352f9d,txn_f7557d6487,2,2024-03-08 04:57:50.655919,18.5874,24.4863,False,fail,email_prompt,0
att_67c625314d,txn_f7557d6487,3,2024-03-10 04:14:23.899295,47.2759,71.7622,False,fail,sms_prompt,0
att_4f82cdb47e,txn_f7557d6487,4,2024-03-14 03:43:11.893552,95.48,167.2422,False,fail,sms_prompt,0
att_56332047e1,txn_1eddd2fd71,1,2024-03-06 01:25:57.151731,6.1167,6.1167,False,fail,auto_retry,0
att_6987762a7c,txn_1eddd2fd71,2,2024-03-06 18:48:22.624007,17.3737,23.4905,False,fail,email_prompt,0
att_c6762b8ae1,txn_1eddd2fd71,3,2024-03-08 18:25:56.865055,47.6262,71.1166,False,fail,sms_prompt,0
att_7349dd1b23,txn_1eddd2fd71,4,2024-03-12 20:04:50.050814,97.6481,168.7647,False,fail,sms_prompt,0
att_ec2036fb84,txn_89b243942a,1,2024-03-07 04:00:22.578853,5.8407,5.8407,False,success,auto_retry,1
att_de22a978d8,txn_3658a1d714,1,2024-03-12 04:00:11.000000,0.0,0.0,False,not_attempted,auto_retry,0
att_aa03c65b28,txn_9e42b3e14d,1,2024-03-13 21:28:17.865077,5.9744,5.9744,False,fail,auto_retry,0
att_697b6b8b4d,txn_9e42b3e14d,2,2024-03-14 16:10:14.403836,18.699,24.6734,False,success,email_prompt,1
att_80211e264c,txn_f6ed717f4d,1,2024-03-15 17:03:51.999851,6.11,6.11,False,fail,auto_retry,0
att_ef1564a4b8,txn_f6ed717f4d,2,2024-03-16 11:47:55.789781,18.7344,24.8444,False,fail,email_prompt,0
att_7ddca5e988,txn_f6ed717f4d,3,2024-03-18 10:20:05.623482,46.5361,71.3805,False,fail,sms_prompt,0
att_7c41b5d47a,txn_f6ed717f4d,4,2024-03-22 10:36:28.883648,96.2731,167.6536,False,fail,sms_prompt,0
att_dcbc691d0a,txn_95ded3966a,1,2024-03-10 01:13:29.021008,5.2906,5.2906,False,fail,auto_retry,0
att_6c29ed7a46,txn_95ded3966a,2,2024-03-10 20:31:59.434800,19.3084,24.599,False,fail,email_prompt,0
att_91c862a04e,txn_95ded3966a,3,2024-03-12 19:31:01.222240,46.9838,71.5828,False,success,sms_prompt,1
att_81f5bd484f,txn_9e79fa9b47,1,2024-03-06 03:14:56.273141,5.0187,5.0187,False,fail,auto_retry,0
att_306e6ca54e,txn_9e79fa9b47,2,2024-03-06 21:52:21.907258,18.6238,23.6425,False,fail,email_prompt,0
att_89f7174146,txn_9e79fa9b47,3,2024-03-08 21:35:46.088509,47.7234,71.3659,False,fail,sms_prompt,0
att_3bc5719bb4,txn_9e79fa9b47,4,2024-03-12 22:54:35.520396,97.3137,168.6796,False,fail,sms_prompt,0
att_60e5949e9a,txn_34c51c8192,1,2024-03-11 06:40:43.000000,0.0,0.0,False,not_attempted,auto_retry,0
att_7f432edf08,txn_1e4fd4411e,1,2024-03-12 15:29:54.699983,6.218,6.218,False,success,auto_retry,1
att_0631a20a71,txn_9c992e0296,1,2024-03-10 07:29:40.307770,6.0998,6.0998,False,fail,auto_retry,0
att_a9e3fa9e68,txn_9c992e0296,2,2024-03-11 02:09:16.808813,18.6601,24.7599,False,success,email_prompt,1
att_0036fab754,txn_6d5dd825c0,1,2024-03-12 11:51:40.398583,5.6043,5.6043,False,fail,auto_retry,0
att_c67cc1446c,txn_6d5dd825c0,2,2024-03-13 05:44:35.046193,17.8818,23.4861,False,fail,email_prompt,0
att_4520d41dfb,txn_6d5dd825c0,3,2024-03-15 05:34:26.278309,47.8309,71.317,False,fail,sms_prompt,0
att_892831fdc2,txn_6d5dd825c0,4,2024-03-19 07:01:15.066815,97.4469,168.7639,False,success,sms_prompt,1
att_0776530eb1,txn_0a3667e960,1,2024-03-09 15:29:32.242534,5.6431,5.6431,False,fail,auto_retry,0
att_6c4aa3b207,txn_0a3667e960,2,2024-03-10 10:43:56.653482,19.2401,24.8832,False,fail,email_prompt,0
att_aca93d9a98,txn_0a3667e960,3,2024-03-12 09:50:02.682634,47.1017,71.9849,False,fail,sms_prompt,0
att_53353f3269,txn_0a3667e960,4,2024-03-16 09:03:48.328204,95.2293,167.2143,False,fail,sms_prompt,0
att_b5184f044a,txn_051d280844,1,2024-03-08 00:31:03.680514,6.046,6.046,False,fail,auto_retry,0
att_dafa7a06fe,txn_051d280844,2,2024-03-08 18:10:27.465838,17.6566,23.7026,False,fail,email_prompt,0
att_06abc88050,txn_051d280844,3,2024-03-10 18:22:37.381515,48.2028,71.9054,False,fail,sms_prompt,0
att_28c64f11b2,txn_051d280844,4,2024-03-14 18:19:19.522367,95.945,167.8504,False,success,sms_prompt,1
att_f7f11546e8,txn_af71c11c08,1,2024-03-11 16:28:34.000000,0.0,0.0,False,not_attempted,auto_retry,0
att_70666fc609,txn_4f4088294c,1,2024-03-15 07:34:30.742088,5.966,5.966,False,fail,auto_retry,0
att_8529de5f84,txn_4f4088294c,2,2024-03-16 01:34:55.078146,18.0068,23.9728,False,fail,email_prompt,0
att_36ca9c5b3d,txn_4f4088294c,3,2024-03-18 01:32:37.168426,47.9617,71.9345,False,success,sms_prompt,1
att_8998ceecaf,txn_20d9aaff21,1,2024-03-14 06:50:37.763614,5.051,5.051,False,fail,auto_retry,0
att_3d80a335ab,txn_20d9aaff21,2,2024-03-15 02:40:17.343397,19.8277,24.8787,False,fail,email_prompt,0
att_4d9ac497c3,txn_20d9aaff21,3,2024-03-17 02:04:12.826815,47.3987,72.2775,False,fail,sms_prompt,0
att_b7bbb9a46d,txn_20d9aaff21,4,2024-03-21 01:02:23.786925,94.9697,167.2472,False,fail,sms_prompt,0
att_f525dc0bd0,txn_89c855fd69,1,2024-03-09 22:14:17.309827,6.1381,6.1381,False,fail,auto_retry,0
att_d6dba1a8c2,txn_89c855fd69,2,2024-03-10 15:40:05.574631,17.4301,23.5682,False,fail,email_prompt,0
att_9d041e6218,txn_89c855fd69,3,2024-03-12 16:29:03.839502,48.8162,72.3844,False,fail,sms_prompt,0
att_81756ab0a0,txn_89c855fd69,4,2024-03-16 15:26:42.740128,94.9608,167.3452,False,fail,sms_prompt,0
att_f13628d4f4,txn_06f270fdcc,1,2024-03-13 05:40:28.621264,5.2735,5.2735,False,fail,auto_retry,0
att_ac3595dd54,txn_06f270fdcc,2,2024-03-14 00:53:18.411414,19.2138,24.4873,False,success,email_prompt,1
att_b59942f638,txn_6f213dc19f,1,2024-03-04 14:04:21.055033,6.662,6.662,False,fail,auto_retry,0
att_9a9208a2c6,txn_6f213dc19f,2,2024-03-05 06:30:20.816382,16.4333,23.0952,False,success,email_prompt,1
att_17c0f5bb08,txn_7fe2924e59,1,2024-03-13 09:57:16.833729,5.3597,5.3597,False,fail,auto_retry,0
att_4875a4d5c3,txn_7fe2924e59,2,2024-03-14 04:54:05.305194,18.9468,24.3065,False,fail,email_prompt,0
att_d59c07f8b3,txn_7fe2924e59,3,2024-03-16 04:52:29.362617,47.9733,72.2798,False,fail,sms_prompt,0
att_9143e4ebeb,txn_7fe2924e59,4,2024-03-20 04:12:55.328187,95.3405,167.6204,False,success,sms_prompt,1
att_9e174c806d,txn_f1aa4d65a8,1,2024-03-15 09:06:58.295229,6.2754,6.2754,False,success,auto_retry,1
att_9ed4b1d206,txn_a116f202dc,1,2024-03-07 01:45:26.957935,5.8594,5.8594,False,fail,auto_retry,0
att_a8a6ac8eb3,txn_a116f202dc,2,2024-03-07 19:36:09.898977,17.8453,23.7047,False,fail,email_prompt,0
att_53a6bc2cf4,txn_a116f202dc,3,2024-03-09 20:03:08.181208,48.4495,72.1542,False,success,sms_prompt,1
att_5469d2f482,txn_3e27c4fc54,1,2024-03-06 23:55:10.086358,5.5636,5.5636,False,fail,auto_retry,0
att_66abea3d93,txn_3e27c4fc54,2,2024-03-07 18:55:08.211805,18.9995,24.5631,False,fail,email_prompt,0
att_7ded97d7a1,txn_3e27c4fc54,3,2024-03-09 17:47:50.392165,46.8784,71.4415,False,fail,sms_prompt,0
att_0615e5020a,txn_3e27c4fc54,4,2024-03-13 17:23:37.645756,95.5965,167.038,False,fail,sms_prompt,0
att_b9beaaaed5,txn_f7b10ca8d8,1,2024-03-06 07:53:54.574343,5.6513,5.6513,False,fail,auto_retry,0
att_713ab52b5a,txn_f7b10ca8d8,2,2024-03-07 01:15:18.637942,17.3567,23.008,False,fail,email_prompt,0
att_b28773e198,txn_f7b10ca8d8,3,2024-03-09 02:41:49.341044,49.4419,72.4498,False,success,sms_prompt,1
att_686ce57cae,txn_c44291a891,1,2024-03-13 11:54:23.557990,5.1221,5.1221,False,fail,auto_retry,0
att_c547120845,txn_c44291a891,2,2024-03-14 07:04:43.150268,19.1721,24.2942,False,fail,email_prompt,0
att_5d3748b86b,txn_c44291a891,3,2024-03-16 06:28:23.580393,47.3946,71.6888,False,fail,sms_prompt,0
att_2fc4cb4c7c,txn_c44291a891,4,2024-03-20 07:14:50.415860,96.7741,168.4629,False,fail,sms_prompt,0
att_1cb8a717d5,txn_657609158a,1,2024-03-06 05:13:42.221172,5.9128,5.9128,False,fail,auto_retry,0
att_402c93f7f8,txn_657609158a,2,2024-03-06 23:22:57.499434,18.1542,24.0671,False,fail,email_prompt,0
att_e88d23a4e1,txn_657609158a,3,2024-03-09 00:14:45.945788,48.8635,72.9305,False,success,sms_prompt,1
att_59c88192a3,txn_acad6cdd64,1,2024-03-03 15:14:24.759392,5.1541,5.1541,False,success,auto_retry,1
att_7e38a291ab,txn_a7d147f878,1,2024-03-07 06:30:36.730256,5.716,5.716,False,fail,auto_retry,0
att_99268b365c,txn_a7d147f878,2,2024-03-08 00:13:19.249872,17.7118,23.4278,False,fail,email_prompt,0
att_98759417bd,txn_a7d147f878,3,2024-03-10 00:57:23.158544,48.7344,72.1623,False,fail,sms_prompt,0
att_8f6af13227,txn_a7d147f878,4,2024-03-14 00:31:19.105604,95.5655,167.7278,False,fail,sms_prompt,0
att_7662f8993e,txn_b40da273c3,1,2024-03-10 00:43:46.000000,0.0,0.0,False,not_attempted,auto_retry,0
att_2f2ca47c96,txn_f355d97438,1,2024-03-09 00:59:40.448041,6.7832,6.7832,False,success,auto_retry,1
att_9c58b3ed88,txn_d58912a185,1,2024-03-04 09:30:39.195238,6.3839,6.3839,False,fail,auto_retry,0
att_a33dec97d7,txn_d58912a185,2,2024-03-05 02:49:28.465585,17.3137,23.6976,False,success,email_prompt,1
att_a9e270b1be,txn_4155e800b2,1,2024-03-13 17:27:02.401703,5.5265,5.5265,False,fail,auto_retry,0
att_a95d5098fd,txn_4155e800b2,2,2024-03-14 11:12:56.926193,17.7651,23.2916,False,success,email_prompt,1
att_7ac88a58e0,txn_8fdf91c195,1,2024-03-05 14:37:30.705659,5.8285,5.8285,False,fail,auto_retry,0
att_b1a25f652f,txn_8fdf91c195,2,2024-03-06 09:24:45.479611,18.7874,24.616,False,fail,email_prompt,0
att_ff1aa17417,txn_8fdf91c195,3,2024-03-08 08:38:55.099871,47.236,71.852,False,fail,sms_prompt,0
att_4b3e23f75a,txn_8fdf91c195,4,2024-03-12 08:24:06.563519,95.7532,167.6052,False,fail,sms_prompt,0
att_055cf57c37,txn_37a410716e,1,2024-03-12 00:21:44.955016,6.9555,6.9555,False,success,auto_retry,1
att_ee5c43097f,txn_3aa1af1dbc,1,2024-03-03 12:02:36.628871,6.996,6.996,False,fail,auto_retry,0
att_b6765f1f8c,txn_3aa1af1dbc,2,2024-03-04 04:35:21.745663,16.5459,23.5419,False,success,email_prompt,1
att_c5e143fc09,txn_49cc5aec32,1,2024-03-13 19:42:50.505781,6.6929,6.6929,False,fail,auto_retry,0
att_2d26b5dc42,txn_49cc5aec32,2,2024-03-14 13:52:32.443588,18.1616,24.8546,False,fail,email_prompt,0
att_973cb7583b,txn_49cc5aec32,3,2024-03-16 13:04:17.291312,47.1958,72.0504,False,fail,sms_prompt,0
att_4f221923a2,txn_49cc5aec32,4,2024-03-20 13:39:10.535999,96.5815,168.6318,False,fail,sms_prompt,0
att_63e60cd17a,txn_2f220a2505,1,2024-03-08 12:46:49.952060,6.4453,6.4453,False,fail,auto_retry,0
att_631a69dc80,txn_2f220a2505,2,2024-03-09 07:14:56.534758,18.4685,24.9138,False,success,email_prompt,1
att_9c87fec513,txn_cdbdd1a5e9,1,2024-03-10 04:04:47.492059,6.6543,6.6543,False,success,auto_retry,1
att_8a32cddf6b,txn_c90d0d5b06,1,2024-03-08 22:00:39.525125,5.3449,5.3449,False,fail,auto_retry,0
att_e797a91e01,txn_c90d0d5b06,2,2024-03-09 17:15:37.355147,19.2494,24.5943,False,success,email_prompt,1
att_0914670cdd,txn_22748827fa,1,2024-03-10 08:42:36.528107,5.1443,5.1443,False,fail,auto_retry,0
att_cced94140a,txn_22748827fa,2,2024-03-11 04:15:00.731344,19.5401,24.6844,False,success,email_prompt,1
att_19e5788000,txn_68246c7f12,1,2024-03-15 05:57:30.390025,6.5348,6.5348,False,fail,auto_retry,0
att_02f37df604,txn_68246c7f12,2,2024-03-15 23:58:09.599516,18.0109,24.5457,False,fail,email_prompt,0
att_c5565dec85,txn_68246c7f12,3,2024-03-17 23:02:24.599402,47.0708,71.6166,False,fail,sms_prompt,0
att_17e17614d6,txn_68246c7f12,4,2024-03-22 00:08:02.501851,97.0939,168.7104,False,fail,sms_prompt,0
att_5156064530,txn_6ec577b3e5,1,2024-03-03 17:05:21.161573,5.3381,5.3381,False,fail,auto_retry,0
att_58faecba3b,txn_6ec577b3e5,2,2024-03-04 10:49:21.746425,17.7335,23.0716,False,fail,email_prompt,0
att_80aab70b1c,txn_6ec577b3e5,3,2024-03-06 12:22:53.028899,49.5587,72.6303,False,fail,sms_prompt,0
att_3fc74d0032,txn_6ec577b3e5,4,2024-03-10 12:44:19.267262,96.3573,168.9876,False,fail,sms_prompt,0
att_5f521a785b,txn_ddf6f5425f,1,2024-03-08 06:54:31.110838,6.27,6.27,False,fail,auto_retry,0
att_6eb8760946,txn_ddf6f5425f,2,2024-03-08 23:46:42.759454,16.8699,23.1399,False,success,email_prompt,1
att_430c7fc780,txn_4e3850c0aa,1,2024-03-07 08:45:00.497034,6.4521,6.4521,False,fail,auto_retry,0
att_94081f30f4,txn_4e3850c0aa,2,2024-03-08 01:25:37.876141,16.677,23.1291,False,fail,email_prompt,0
att_36c0ab62e3,txn_4e3850c0aa,3,2024-03-10 02:30:10.269419,49.0757,72.2048,False,fail,sms_prompt,0
att_e7a473ff8d,txn_4e3850c0aa,4,2024-03-14 02:05:14.829736,95.5846,167.7894,False,fail,sms_prompt,0
att_67b1ae6b82,txn_e1e6d83f82,1,2024-03-08 04:36:58.000000,0.0,0.0,False,not_attempted,auto_retry,0
att_9de8edaeea,txn_d3486de23a,1,2024-03-08 07:31:47.915330,5.2041,5.2041,False,fail,auto_retry,0
att_e892626e9d,txn_d3486de23a,2,2024-03-09 01:48:19.643732,18.2755,23.4796,False,fail,email_prompt,0
att_431a4ef9da,txn_d3486de23a,3,2024-03-11 01:28:45.043582,47.6737,71.1533,False,success,sms_prompt,1
att_2be65cb7af,txn_1ce5ae783f,1,2024-03-07 06:49:21.520257,6.5713,6.5713,False,fail,auto_retry,0
att_9b9a6a8b02,txn_1ce5ae783f,2,2024-03-08 00:45:11.700481,17.9306,24.5019,False,success,email_prompt,1
att_6bb5cb6f62,txn_bed48c114b,1,2024-03-09 21:38:58.805919,6.5744,6.5744,False,fail,auto_retry,0
att_1138144f00,txn_bed48c114b,2,2024-03-10 15:21:30.178212,17.7087,24.2831,False,fail,email_prompt,0
att_7a25ecb123,txn_bed48c114b,3,2024-03-12 15:43:13.050917,48.3619,72.645,False,fail,sms_prompt,0
att_867e37385c,txn_bed48c114b,4,2024-03-16 15:25:49.484250,95.7101,168.3551,False,fail,sms_prompt,0
att_c2f5d4e523,txn_877bc00c30,1,2024-03-13 22:26:50.883529,6.4705,6.4705,False,fail,auto_retry,0
att_13c327705a,txn_877bc00c30,2,2024-03-14 16:28:22.413223,18.0254,24.4959,False,fail,email_prompt,0
att_1497b73695,txn_877bc00c30,3,2024-03-16 16:14:06.273990,47.7622,72.2581,False,fail,sms_prompt,0
att_9810ac6e84,txn_877bc00c30,4,2024-03-20 16:53:25.428029,96.6553,168.9135,False,fail,sms_prompt,0
att_9c60afe2d5,txn_f2a4a78721,1,2024-03-15 08:59:03.214786,6.8134,6.8134,False,fail,auto_retry,0
att_5bb68a504a,txn_f2a4a78721,2,2024-03-16 01:19:52.578249,16.347,23.1604,False,fail,email_prompt,0
att_bdacfbadd8,txn_f2a4a78721,3,2024-03-18 01:18:44.792574,47.9812,71.1416,False,success,sms_prompt,1
att_85d0aaaa7d,txn_e85817adde,1,2024-03-08 03:43:49.897398,5.1597,5.1597,False,success,auto_retry,1
att_e71173b58c,txn_6d8d558d4e,1,2024-03-13 04:15:06.038213,6.7745,6.7745,False,fail,auto_retry,0
att_8498452c28,txn_6d8d558d4e,2,2024-03-13 21:03:09.175341,16.8009,23.5753,False,success,email_prompt,1
att_d33d88875e,txn_3773869927,1,2024-03-09 09:41:17.076522,6.2428,6.2428,False,success,auto_retry,1
att_9e955f6c99,txn_f09a7e4885,1,2024-03-07 06:00:38.850100,5.3577,5.3577,False,success,auto_retry,1
att_9288fb7b62,txn_51971e9227,1,2024-03-07 09:35:09.932780,5.8339,5.8339,False,fail,auto_retry,0
att_5c6b2f46dd,txn_51971e9227,2,2024-03-08 04:33:46.463604,18.9768,24.8107,False,success,email_prompt,1
att_e39801182c,txn_7a8d144f35,1,2024-03-13 08:33:23.268987,5.1481,5.1481,False,fail,auto_retry,0
att_8c5472e774,txn_7a8d144f35,2,2024-03-14 04:03:04.010709,19.4947,24.6428,False,success,email_prompt,1
att_8dd87be4f3,txn_9c1e5abebf,1,2024-03-06 12:52:34.782524,6.8211,6.8211,False,fail,auto_retry,0
att_ec93e7d294,txn_9c1e5abebf,2,2024-03-07 05:44:57.832793,16.8731,23.6941,False,fail,email_prompt,0
att_1a24e64c5b,txn_9c1e5abebf,3,2024-03-09 05:45:40.934422,48.012,71.7061,False,fail,sms_prompt,0
att_873efc92e9,txn_9c1e5abebf,4,2024-03-13 06:12:29.735232,96.4469,168.153,False,fail,sms_prompt,0
att_8c0b8d29eb,txn_81d9db9c89,1,2024-03-02 13:11:58.790119,5.3186,5.3186,False,fail,auto_retry,0
att_4b57fe0582,txn_81d9db9c89,2,2024-03-03 08:14:49.352718,19.0474,24.3659,False,fail,email_prompt,0
att_11983592c5,txn_81d9db9c89,3,2024-03-05 07:42:36.239903,47.463,71.829,False,success,sms_prompt,1
att_40ade49c8a,txn_7bc24b6f61,1,2024-03-10 16:23:11.819218,5.8247,5.8247,False,success,auto_retry,1
att_2e34fe72b3,txn_96b628e40e,1,2024-03-14 02:09:58.753947,5.9649,5.9649,False,fail,auto_retry,0
att_5819413a11,txn_96b628e40e,2,2024-03-14 20:37:40.790983,18.4617,24.4266,False,fail,email_prompt,0
att_91912529e3,txn_96b628e40e,3,2024-03-16 19:14:40.446789,46.6166,71.0432,False,fail,sms_prompt,0
att_6862287361,txn_96b628e40e,4,2024-03-20 21:00:30.248867,97.7638,168.807,False,fail,sms_prompt,0
att_112c77d456,txn_aed80251d8,1,2024-03-08 16:48:21.881457,6.1677,6.1677,False,success,auto_retry,1
att_80ce36ddb4,txn_ba14920f62,1,2024-03-07 02:06:09.731091,5.3663,5.3663,False,fail,auto_retry,0
att_c16f865c9a,txn_ba14920f62,2,2024-03-07 20:23:04.412504,18.2819,23.6482,False,success,email_prompt,1
att_9b8508f341,txn_2d8b5ad3dd,1,2024-03-09 23:14:50.000000,0.0,0.0,False,not_attempted,auto_retry,0
att_dc1288a39a,txn_026afdeda9,1,2024-03-07 08:32:42.119688,5.9106,5.9106,False,success,auto_retry,1
att_67669b9bce,txn_ba91b1abba,1,2024-03-05 00:22:42.699393,5.583,5.583,False,success,auto_retry,1
att_8384174652,txn_b37a8c980a,1,2024-03-07 14:56:34.324441,5.1623,5.1623,False,fail,auto_retry,0
att_e134b47801,txn_b37a8c980a,2,2024-03-08 10:44:54.835529,19.8057,24.968,False,fail,email_prompt,0
att_843315995e,txn_b37a8c980a,3,2024-03-10 10:20:06.798561,47.5867,72.5547,False,fail,sms_prompt,0
att_57ec383374,txn_b37a8c980a,4,2024-03-14 09:07:18.554746,94.7866,167.3413,False,fail,sms_prompt,0
att_7208c008e5,txn_9ac9b1c6be,1,2024-03-04 15:22:22.346251,6.9712,6.9712,False,fail,auto_retry,0
att_e4ce641dbd,txn_9ac9b1c6be,2,2024-03-05 07:55:08.517041,16.5462,23.5174,False,fail,email_prompt,0
att_41610379db,txn_9ac9b1c6be,3,2024-03-07 08:03:39.294882,48.1419,71.6592,False,success,sms_prompt,1
att_f2d4bce507,txn_b9f404b860,1,2024-03-13 17:38:32.819113,6.7208,6.7208,False,fail,auto_retry,0
att_809e3fc356,txn_b9f404b860,2,2024-03-14 10:15:08.670221,16.61,23.3307,False,fail,email_prompt,0
att_c30fbc986a,txn_b9f404b860,3,2024-03-16 10:41:38.859046,48.4417,71.7725,False,fail,sms_prompt,0
att_08a7ab74f9,txn_b9f404b860,4,2024-03-20 10:25:49.762644,95.7364,167.5088,False,success,sms_prompt,1
att_53bc5f1d2b,txn_ed3f6dd7d9,1,2024-03-11 15:39:02.761214,6.0788,6.0788,False,fail,auto_retry,0
att_99b4ce4bb5,txn_ed3f6dd7d9,2,2024-03-12 10:04:26.344973,18.4232,24.502,False,fail,email_prompt,0
att_415bc46fa1,txn_ed3f6dd7d9,3,2024-03-14 09:43:36.113619,47.6527,72.1548,False,fail,sms_prompt,0
att_d14d61c074,txn_ed3f6dd7d9,4,2024-03-18 09:52:37.231635,96.1503,168.3051,False,fail,sms_prompt,0
att_e85c9da351,txn_215925f09e,1,2024-03-07 17:23:50.000000,0.0,0.0,False,not_attempted,auto_retry,0
att_bd17ab7558,txn_18fb5158bf,1,2024-03-12 01:58:50.845124,5.188,5.188,False,fail,auto_retry,0
att_24bf0f5b8d,txn_18fb5158bf,2,2024-03-12 21:01:39.578801,19.0469,24.2349,False,success,email_prompt,1
att_ef67bbb298,txn_244063d47f,1,2024-03-01 19:00:17.537185,5.1254,5.1254,True,fail,auto_retry,0
