customer_id,segment,historical_failure_rate
cust_739e7bfb08,new,0.029
cust_88437fd42b,new,0.1851
cust_8121272dd9,high_value,0.0309
cust_8b934a426c,new,0.209
cust_76998c5903,returning,0.1566
cust_4d7c953ae4,returning,0.0377
cust_45682f7f1e,new,0.1989
cust_f8b268a31c,new,0.2665
cust_a1d4fa3c18,new,0.2092
cust_b3cf36ddba,high_value,0.1557
cust_6b0876de42,new,0.0107
cust_13da4734d3,new,0.0921
cust_932df53c1e,new,0.0852
cust_3a9b10c115,new,0.062
cust_5ce61c8bde,returning,0.3409
cust_44f1f9b886,new,0.0181
cust_b27664b149,returning,0.142
cust_293763ec13,returning,0.0417
cust_de14fffec7,high_value,0.0043
cust_7583bac233,new,0.0803
cust_8a3d242b97,high_value,0.0431
cust_b869f1225e,returning,0.2764
cust_cfd6030fae,new,0.2462
cust_5e67290d43,returning,0.2057
cust_eaf958ba36,high_value,0.1809
cust_14e2a88747,new,0.516
cust_8e0ec567a4,high_value,0.2067
cust_d29f499418,returning,0.316
cust_69fa4d05b5,returning,0.3373
cust_cc95e44014,high_value,0.1013
cust_1be3e5509e,new,0.1944
cust_8ca061fd5e,high_value,0.0321
cust_bca8f946f6,new,0.2294
cust_870c9fedd0,returning,0.2413
cust_080dfe1de9,returning,0.0358
cust_f082f71cff,new,0.2982
cust_503d966dda,returning,0.0587
cust_b9af09dc9c,new,0.1177
cust_a362fbad92,new,0.0472
cust_22b114a736,new,0.4889
cust_f50514a725,new,0.1712
cust_4cf66efba9,new,0.1302
cust_4731536e86,new,0.125
cust_0ca0f75d70,returning,0.1186
cust_215f7407c0,returning,0.0307
cust_6ea2fac2b9,returning,0.1953
cust_5400edce87,new,0.1077
cust_2cb21b4bd4,high_value,0.083
cust_ae632f63fb,returning,0.0667
cust_07fcbb9e6a,new,0.2349
cust_8d60ef06f7,new,0.1691
cust_422bf26de8,returning,0.2149
cust_9dcf2cffc0,new,0.1962
cust_d2a9877118,returning,0.1871
cust_2c3769f0c6,high_value,0.1261
cust_189a126936,new,0.2327
cust_5aecb91ff7,new,0.0177
cust_eae1bace0b,high_value,0.1414
cust_25762a7a8c,returning,0.0013
cust_6186a93a37,new,0.3101
cust_f1566a2a39,high_value,0.1325
cust_3d2fbe6387,high_value,0.1404
cust_b503c92272,returning,0.5009
cust_5bf847c6bf,returning,0.1675
cust_2a1b82ca92,new,0.1973
cust_1c47997336,new,0.1121
cust_2e7486b83f,returning,0.2776
cust_9ace8e1ce6,new,0.1464
cust_f8f8bcab95,returning,0.3272
cust_6f8f889f9c,high_value,0.127
cust_f944cf24db,new,0.2262
cust_a41839c128,returning,0.1415
cust_db1d91e73c,new,0.1032
cust_71093068a9,high_value,0.0039
cust_1222fef81b,new,0.0848
cust_3c3d156b27,returning,0.1252
cust_537cd718ce,returning,0.0064
cust_9d359b2f09,new,0.0221
cust_2e89d74b40,returning,0.0709
cust_588edd5f2e,returning,0.2678
cust_05fe5f1b27,returning,0.0505
cust_8e2b15aa73,returning,0.2281
cust_a57dc78ff9,high_value,0.0592
cust_f5f5739f65,returning,0.1857
cust_aa4dda47b1,returning,0.038
cust_cfc398913d,new,0.0137
cust_d9931898cf,returning,0.0267
cust_f638108506,returning,0.2212
cust_1f1cce45eb,returning,0.2184
cust_b41d0c2a19,new,0.3162
cust_33791d5518,high_value,0.0914
cust_9c52eece68,new,0.0125
cust_2e898f2822,returning,0.0805
cust_acd734c13f,new,0.1288
cust_82cd1edf28,high_value,0.0718
cust_d2eb0273db,new,0.2184
cust_4c119274cf,new,0.1866
cust_a772b7e1f5,high_value,0.0273
cust_e13ff7a63c,high_value,0.051
cust_3cf5af94ce,new,0.4086
cust_3df301ec08,returning,0.2708
cust_12cb051fce,returning,0.1226
cust_7c9eed4d65,high_value,0.1225
cust_526cf928b1,new,0.103
cust_4dd62229b5,returning,0.1257
cust_f5ce731952,returning,0.1731
cust_8314733011,returning,0.1873
cust_de45ce6e64,returning,0.0675
cust_0db761bd1e,returning,0.0686
cust_bea8ac52c2,new,0.0684
cust_9ddbc6668b,high_value,0.0166
cust_2514eddfd1,high_value,0.0833
cust_fcff00bb53,returning,0.2486
cust_e3c022f036,new,0.2951
cust_7d227df640,new,0.1691
cust_5afa2d5e25,returning,0.1368
cust_0902ba1fb0,new,0.0901
cust_f35324f871,high_value,0.1367
cust_c6fbac5484,new,0.1143
cust_06618c194b,returning,0.0765
cust_a1d852b436,high_value,0.0191
cust_63c3da41c1,new,0.2143
cust_bb413035d2,new,0.1465
cust_546e640d5a,returning,0.066
cust_c15695a4fd,returning,0.0328
cust_67eeaad87d,returning,0.224
cust_5f6ff6e155,returning,0.2607
cust_18dd026f5c,high_value,0.125
cust_3634127daa,returning,0.0943
cust_9476e662a6,new,0.3583
cust_102a161570,new,0.4231
cust_0187b7a7ed,new,0.3312
cust_4bc12a28e6,new,0.0649
cust_dee5d70f02,new,0.0791
cust_39615d0288,returning,0.2041
cust_23ab9c7226,new,0.312
cust_2342beeb09,high_value,0.0043
cust_afd6cd5509,new,0.0537
cust_0cb85ac574,new,0.0553
cust_ee2490814b,returning,0.3454
cust_27709d7f16,high_value,0.0199
cust_e7a1193f5a,new,0.166
cust_5580e8d228,new,0.4218
cust_8c9d2e7266,new,0.2377
cust_fc18fb46ee,returning,0.0393
cust_b01783c041,returning,0.2426
cust_97b7d9ddd5,new,0.3416
cust_a58cbc25ec,new,0.2062
cust_6d021d9f8f,returning,0.0508
cust_2d31e0daee,high_value,0.072
cust_7f3b2cb4fd,returning,0.0381
cust_5745c8ddda,returning,0.1598
cust_b3b62c2e16,new,0.1477
cust_81730c1a7d,new,0.157
cust_32a26d2ab9,new,0.3585
cust_71cbac631b,returning,0.0083
cust_4ce33fe900,high_value,0.0345
cust_a349af0cf8,high_value,0.0908
cust_2be02d4184,high_value,0.1772
cust_694edde581,high_value,0.0073
cust_134d222d9c,high_value,0.0826
cust_48f26c976d,new,0.1662
cust_4ee1bfa6c8,new,0.3013
cust_6d759a6544,new,0.457
cust_c7f5c33551,returning,0.423
cust_76516c21f7,new,0.1687
cust_fa770f1ff8,high_value,0.0298
cust_92cb473a15,returning,0.1921
cust_91c93b3619,returning,0.0502
cust_2d418afd1f,new,0.1245
cust_28aaccdc65,new,0.1257
cust_f99950209e,new,0.0903
cust_f9bff62549,high_value,0.0422
cust_b6c70edf44,returning,0.2875
cust_be1430bb07,returning,0.0715
cust_8f92f6b08d,new,0.1499
cust_8e0ace3935,new,0.2058
cust_bbb898167b,returning,0.0857
cust_5d00128618,returning,0.1366
cust_ac834a0a50,returning,0.1509
cust_3c3e6522c6,new,0.2347
cust_691f438964,high_value,0.0243
cust_e700a18bc1,new,0.0835
cust_93bad37ad1,high_value,0.0663
cust_d677a31cf2,new,0.1209
cust_75839729b4,new,0.1423
cust_5ff83b1f4d,high_value,0.1034
cust_df0c4b4dff,new,0.2355
cust_7999be9f14,returning,0.4837
cust_aa056f581c,returning,0.2695
cust_88b2de1fe9,new,0.1523
cust_4fadd1ca2e,returning,0.3315
cust_17e0be3b11,high_value,0.0788
cust_46600d490f,high_value,0.0377
cust_382e7a4738,new,0.1255
cust_caf004b8f6,returning,0.0169
cust_5d90ad9982,new,0.3987
cust_7a9b8cbf54,new,0.1743
cust_5774cd6011,new,0.1306
cust_36fb0749a3,high_value,0.0929
cust_fdf56d4488,high_value,0.0338
cust_f739cdc599,returning,0.3291
cust_ce7e12b24f,returning,0.4514
cust_aac38dad81,returning,0.4362
cust_2ccc066ff3,returning,0.2034
cust_923699b8a4,returning,0.2102
cust_56dc7e6d9a,returning,0.3033
cust_8faf0c2d04,new,0.0678
cust_6d3c457946,new,0.0967
cust_11cf4389b6,high_value,0.044
cust_dbad6f5469,returning,0.2412
cust_4792fba58f,high_value,0.0948
cust_19dcd8f6c4,new,0.1137
cust_17360b6720,returning,0.0912
cust_956447e87c,new,0.2479
cust_a8cb29240d,new,0.1743
cust_f77df130f0,new,0.2346
cust_86267708a7,new,0.1024
cust_a11e03b01a,high_value,0.0831
cust_24a912e937,new,0.2847
cust_61254bbb92,returning,0.0408
cust_634a2d6056,returning,0.095
cust_f82c3c8533,returning,0.0286
cust_079d55e83b,returning,0.2072
cust_2ec8373d9d,new,0.2271
cust_632d1a7255,high_value,0.0182
cust_c2d2c04d93,high_value,0.1096
cust_08e3e1d9ae,returning,0.2203
cust_103f9d1fae,returning,0.2312
cust_57acd8f86e,new,0.0551
cust_1dac678042,high_value,0.05
cust_0b3fe6cced,new,0.0054
cust_3a7f33da15,new,0.2276
cust_276530d98b,new,0.2266
cust_a1cd70f74e,returning,0.4597
cust_c96647335f,returning,0.0479
cust_b90f845d3c,returning,0.1085
cust_b143ef2197,returning,0.0893
cust_4f13989d7d,new,0.0588
cust_408feea307,high_value,0.0801
cust_5acb2d8275,returning,0.0573
cust_ad2d417b3a,returning,0.0348
cust_19eac84e5f,new,0.3509
cust_6160c94fcf,high_value,0.0549
cust_d7dee66ec1,new,0.1219
